0;6.657671425357423E-4
1;8.431054988966699E-4
2;2.5801915280947586E-4
3;4.8782936000923864E-5
4;1.8327964361269402E-4
5;2.600565432008816E-4
6;2.858887735993584E-4
7;4.106476991634312E-5
8;1.3551735727851012E-4
9;2.051484708723361E-5
10;3.1497217214872453E-4
11;1.7359760001025093E-4
12;5.295515275186372E-4
13;3.359901355649496E-4
14;2.937833696102424E-4
15;8.49898022574387E-5
16;6.726513743913664E-5
17;1.3804128213597592E-4
18;0.0034348522484874224
19;6.868949437348049E-4
20;2.802524066497523E-4
21;4.029654808456478E-4
22;3.0338643053928396E-4
23;1.0871008197870469E-4
24;3.176217284362267E-4
25;1.4063308357740878E-4
26;2.4693593285790496E-4
27;0.001006115661212641
28;8.851964664759835E-4
29;4.852552685995243E-4
30;6.623979945634963E-4
31;7.762069668783846E-4
32;1.5678747494568857E-4
33;2.9624283276341004E-4
34;8.918909304960265E-4
35;4.4468115822669915E-4
36;7.421308732580783E-5
37;2.8150035656590697E-4
38;1.627419279390236E-4
39;2.2829562712033374E-4
40;0.0013255873635618165
41;2.9160457225068603E-5
42;5.5538775627477036E-5
43;3.461284483550254E-4
44;7.012844514384278E-4
45;2.9618079510427935E-4
46;3.5527916440256834E-4
47;4.390176392575376E-5
48;4.7111631927720097E-4
49;7.047954775399253E-4
50;3.2887271392460055E-4
51;3.5552359759958386E-4
52;3.827813562153519E-5
53;2.91103688358874E-4
54;3.3343176367719226E-4
55;2.9762663521870164E-4
56;7.128615449574098E-6
57;9.560063557688995E-5
58;3.8660898447501733E-4
59;8.898456326559919E-4
60;1.1355081129865091E-4
61;4.167234961251613E-4
62;6.618306187885305E-5
63;3.2548962593200836E-4
64;7.55196787261302E-4
65;3.5660443876868713E-4
66;4.348463173934268E-4
67;2.9073152153233584E-4
68;2.7092950656571667E-4
69;3.9231793574741124E-4
70;2.9840413446298572E-5
71;2.7321227501348155E-4
72;3.894104152978403E-4
73;2.4502586785181727E-4
74;6.88566954089553E-4
75;1.506258950712743E-4
76;2.0304591826036584E-4
77;0.0010296367013917164
78;3.213211481940351E-4
79;3.056855177344478E-4
80;6.224449292285772E-5
81;5.344702139631163E-4
82;9.495588447588334E-5
83;3.953401852568375E-4
84;6.322838856580162E-5
85;3.171067995961688E-4
86;7.840010895528825E-5
87;1.674145931330629E-4
88;2.3598441631611126E-4
89;1.8444751390488942E-4
90;6.272666988617377E-4
91;8.713165761689375E-5
92;3.455958357830767E-4
93;3.4600982270559645E-4
94;2.370658844679294E-5
95;1.9618192695920863E-5
96;4.5768949048709414E-4
97;2.565647213057755E-4
98;9.721516072270611E-5
99;5.300045486805411E-5
100;3.349848477014719E-4
101;4.0554769814205987E-4
102;5.097901174496429E-4
103;5.750399368760583E-4
104;4.913919485952872E-4
105;2.465250618275387E-4
106;8.320640126939287E-5
107;3.8736225516392464E-4
108;1.7426688078239582E-4
109;1.5809605712045668E-4
110;2.2640245007665184E-4
111;2.0298955516969683E-4
112;2.950670905703129E-4
113;1.6294308534690858E-4
114;2.5625005790473582E-5
115;2.11812106555781E-4
